player,position,age,club,league,market_value,appearances,goals,assists,yellow_cards,red_cards,minutes,club_id,logo_url
Tajon Buchanan,Right Winger,27,Villarreal CF,LaLiga,12000000.0,40.0,7.0,1.0,9.0,0.0,2185.0,1050,https://tmssl.akamaized.net/images/wappen/medium/1050.png
Nicolas Pépé,Right Winger,30,Villarreal CF,LaLiga,6000000.0,43.0,8.0,8.0,5.0,0.0,3006.0,1050,https://tmssl.akamaized.net/images/wappen/medium/1050.png
Georges Mikautadze,Centre-Forward,25,Villarreal CF,LaLiga,28000000.0,41.0,14.0,5.0,1.0,0.0,2695.0,1050,https://tmssl.akamaized.net/images/wappen/medium/1050.png
Tani Oluwaseyi,Centre-Forward,26,Villarreal CF,LaLiga,8000000.0,35.0,7.0,2.0,1.0,0.0,1409.0,1050,https://tmssl.akamaized.net/images/wappen/medium/1050.png
Ayoze Pérez,Centre-Forward,32,Villarreal CF,LaLiga,6000000.0,29.0,4.0,4.0,3.0,0.0,1328.0,1050,https://tmssl.akamaized.net/images/wappen/medium/1050.png
Gerard Moreno,Centre-Forward,34,Villarreal CF,LaLiga,2800000.0,21.0,9.0,0.0,0.0,0.0,1259.0,1050,https://tmssl.akamaized.net/images/wappen/medium/1050.png
Álex Remiro,Goalkeeper,31,Real Sociedad,LaLiga,14000000.0,36.0,0.0,0.0,1.0,0.0,3240.0,681,https://tmssl.akamaized.net/images/wappen/medium/681.png
Unai Marrero,Goalkeeper,24,Real Sociedad,LaLiga,600000.0,6.0,0.0,0.0,0.0,0.0,600.0,681,https://tmssl.akamaized.net/images/wappen/medium/681.png
Jon Martín,Centre-Back,20,Real Sociedad,LaLiga,20000000.0,29.0,1.0,0.0,5.0,0.0,2581.0,681,https://tmssl.akamaized.net/images/wappen/medium/681.png
Igor Zubeldia,Centre-Back,29,Real Sociedad,LaLiga,9000000.0,26.0,1.0,1.0,8.0,0.0,2200.0,681,https://tmssl.akamaized.net/images/wappen/medium/681.png
Duje Caleta-Car,Centre-Back,29,Real Sociedad,LaLiga,3000000.0,30.0,1.0,0.0,7.0,1.0,2449.0,681,https://tmssl.akamaized.net/images/wappen/medium/681.png
Aritz Elustondo,Centre-Back,32,Real Sociedad,LaLiga,1800000.0,17.0,0.0,0.0,1.0,0.0,702.0,681,https://tmssl.akamaized.net/images/wappen/medium/681.png
Sergio Gómez,Left-Back,25,Real Sociedad,LaLiga,15000000.0,39.0,0.0,3.0,3.0,1.0,2982.0,681,https://tmssl.akamaized.net/images/wappen/medium/681.png
Aihen Muñoz,Left-Back,28,Real Sociedad,LaLiga,3500000.0,25.0,0.0,0.0,3.0,0.0,1135.0,681,https://tmssl.akamaized.net/images/wappen/medium/681.png
Jon Aramburu,Right-Back,23,Real Sociedad,LaLiga,15000000.0,39.0,1.0,0.0,9.0,0.0,3121.0,681,https://tmssl.akamaized.net/images/wappen/medium/681.png
Álvaro Odriozola,Right-Back,30,Real Sociedad,LaLiga,800000.0,10.0,1.0,0.0,1.0,0.0,439.0,681,https://tmssl.akamaized.net/images/wappen/medium/681.png
Jon Gorrotxategi,Defensive Midfield,24,Real Sociedad,LaLiga,25000000.0,35.0,1.0,3.0,8.0,0.0,2489.0,681,https://tmssl.akamaized.net/images/wappen/medium/681.png
Beñat Turrientes,Central Midfield,24,Real Sociedad,LaLiga,10000000.0,31.0,3.0,4.0,6.0,0.0,1695.0,681,https://tmssl.akamaized.net/images/wappen/medium/681.png
Luka Sucic,Central Midfield,23,Real Sociedad,LaLiga,10000000.0,24.0,4.0,3.0,1.0,0.0,1102.0,681,https://tmssl.akamaized.net/images/wappen/medium/681.png
Yangel Herrera,Central Midfield,28,Real Sociedad,LaLiga,9000000.0,14.0,0.0,1.0,2.0,0.0,497.0,681,https://tmssl.akamaized.net/images/wappen/medium/681.png
Carlos Soler,Central Midfield,29,Real Sociedad,LaLiga,8000000.0,36.0,4.0,3.0,3.0,1.0,2616.0,681,https://tmssl.akamaized.net/images/wappen/medium/681.png
Brais Méndez,Attacking Midfield,29,Real Sociedad,LaLiga,12000000.0,30.0,6.0,2.0,4.0,1.0,1762.0,681,https://tmssl.akamaized.net/images/wappen/medium/681.png
Arsen Zakharyan,Attacking Midfield,22,Real Sociedad,LaLiga,10000000.0,20.0,1.0,0.0,2.0,0.0,639.0,681,https://tmssl.akamaized.net/images/wappen/medium/681.png
Pablo Marín,Attacking Midfield,22,Real Sociedad,LaLiga,8000000.0,36.0,1.0,1.0,3.0,0.0,1625.0,681,https://tmssl.akamaized.net/images/wappen/medium/681.png
Ander Barrenetxea,Left Winger,24,Real Sociedad,LaLiga,18000000.0,32.0,4.0,5.0,4.0,0.0,1872.0,681,https://tmssl.akamaized.net/images/wappen/medium/681.png
Gonçalo Guedes,Left Winger,29,Real Sociedad,LaLiga,6000000.0,38.0,9.0,8.0,5.0,0.0,2318.0,681,https://tmssl.akamaized.net/images/wappen/medium/681.png
Wesley,Left Winger,21,Real Sociedad,LaLiga,5000000.0,42.0,5.0,2.0,6.0,0.0,3013.0,681,https://tmssl.akamaized.net/images/wappen/medium/681.png
Takefusa Kubo,Right Winger,24,Real Sociedad,LaLiga,30000000.0,25.0,2.0,4.0,3.0,0.0,1635.0,681,https://tmssl.akamaized.net/images/wappen/medium/681.png
Mikel Oyarzabal,Centre-Forward,29,Real Sociedad,LaLiga,25000000.0,36.0,17.0,3.0,4.0,0.0,2969.0,681,https://tmssl.akamaized.net/images/wappen/medium/681.png
Orri Óskarsson,Centre-Forward,21,Real Sociedad,LaLiga,12000000.0,22.0,7.0,0.0,4.0,0.0,666.0,681,https://tmssl.akamaized.net/images/wappen/medium/681.png
Jon Karrikaburu,Centre-Forward,23,Real Sociedad,LaLiga,2000000.0,8.0,0.0,0.0,0.0,0.0,153.0,681,https://tmssl.akamaized.net/images/wappen/medium/681.png
Marc-André ter Stegen,Goalkeeper,34,Girona FC,LaLiga,4000000.0,3.0,0.0,0.0,0.0,0.0,270.0,12321,https://tmssl.akamaized.net/images/wappen/medium/12321.png
Paulo Gazzaniga,Goalkeeper,34,Girona FC,LaLiga,2000000.0,32.0,0.0,0.0,4.0,1.0,2833.0,12321,https://tmssl.akamaized.net/images/wappen/medium/12321.png
Rubén Blanco,Goalkeeper,30,Girona FC,LaLiga,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,12321,https://tmssl.akamaized.net/images/wappen/medium/12321.png
Vladyslav Krapyvtsov,Goalkeeper,20,Girona FC,LaLiga,400000.0,3.0,0.0,0.0,0.0,0.0,257.0,12321,https://tmssl.akamaized.net/images/wappen/medium/12321.png
Juan Carlos,Goalkeeper,38,Girona FC,LaLiga,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,12321,https://tmssl.akamaized.net/images/wappen/medium/12321.png
Vitor Reis,Centre-Back,20,Girona FC,LaLiga,30000000.0,34.0,1.0,1.0,9.0,1.0,2927.0,12321,https://tmssl.akamaized.net/images/wappen/medium/12321.png
Alejandro Francés,Centre-Back,23,Girona FC,LaLiga,3000000.0,22.0,0.0,2.0,1.0,1.0,930.0,12321,https://tmssl.akamaized.net/images/wappen/medium/12321.png
Daley Blind,Centre-Back,36,Girona FC,LaLiga,1400000.0,31.0,0.0,0.0,1.0,0.0,2610.0,12321,https://tmssl.akamaized.net/images/wappen/medium/12321.png
David López,Centre-Back,36,Girona FC,LaLiga,800000.0,17.0,0.0,0.0,2.0,0.0,1127.0,12321,https://tmssl.akamaized.net/images/wappen/medium/12321.png
Álex Moreno,Left-Back,32,Girona FC,LaLiga,3500000.0,27.0,0.0,3.0,5.0,0.0,2198.0,12321,https://tmssl.akamaized.net/images/wappen/medium/12321.png
Arnau Martínez,Right-Back,23,Girona FC,LaLiga,10000000.0,32.0,1.0,2.0,6.0,0.0,2442.0,12321,https://tmssl.akamaized.net/images/wappen/medium/12321.png
Hugo Rincón,Right-Back,23,Girona FC,LaLiga,3500000.0,33.0,1.0,2.0,4.0,0.0,1878.0,12321,https://tmssl.akamaized.net/images/wappen/medium/12321.png
Axel Witsel,Defensive Midfield,37,Girona FC,LaLiga,1400000.0,28.0,1.0,2.0,0.0,0.0,2272.0,12321,https://tmssl.akamaized.net/images/wappen/medium/12321.png
Azzedine Ounahi,Central Midfield,26,Girona FC,LaLiga,10000000.0,20.0,5.0,3.0,6.0,0.0,1436.0,12321,https://tmssl.akamaized.net/images/wappen/medium/12321.png
Iván Martín,Central Midfield,27,Girona FC,LaLiga,6000000.0,33.0,0.0,1.0,3.0,0.0,2327.0,12321,https://tmssl.akamaized.net/images/wappen/medium/12321.png
Fran Beltrán,Central Midfield,27,Girona FC,LaLiga,5000000.0,28.0,1.0,0.0,3.0,0.0,1790.0,12321,https://tmssl.akamaized.net/images/wappen/medium/12321.png
Donny van de Beek,Central Midfield,29,Girona FC,LaLiga,2000000.0,2.0,0.0,0.0,0.0,0.0,41.0,12321,https://tmssl.akamaized.net/images/wappen/medium/12321.png
Lass Kourouma,Central Midfield,22,Girona FC,LaLiga,500000.0,7.0,0.0,0.0,1.0,1.0,249.0,12321,https://tmssl.akamaized.net/images/wappen/medium/12321.png
Claudio Echeverri,Attacking Midfield,20,Girona FC,LaLiga,15000000.0,24.0,1.0,2.0,4.0,0.0,798.0,12321,https://tmssl.akamaized.net/images/wappen/medium/12321.png
Thomas Lemar,Attacking Midfield,30,Girona FC,LaLiga,2000000.0,25.0,3.0,2.0,3.0,0.0,1198.0,12321,https://tmssl.akamaized.net/images/wappen/medium/12321.png
Bryan Gil,Left Winger,25,Girona FC,LaLiga,12000000.0,27.0,0.0,3.0,4.0,0.0,1483.0,12321,https://tmssl.akamaized.net/images/wappen/medium/12321.png
Joel Roca,Left Winger,20,Girona FC,LaLiga,5000000.0,29.0,3.0,1.0,3.0,1.0,1248.0,12321,https://tmssl.akamaized.net/images/wappen/medium/12321.png
Viktor Tsygankov,Right Winger,28,Girona FC,LaLiga,15000000.0,30.0,7.0,4.0,3.0,0.0,2378.0,12321,https://tmssl.akamaized.net/images/wappen/medium/12321.png
Portu,Right Winger,33,Girona FC,LaLiga,1500000.0,11.0,0.0,1.0,3.0,0.0,532.0,12321,https://tmssl.akamaized.net/images/wappen/medium/12321.png
Vladyslav Vanat,Centre-Forward,24,Girona FC,LaLiga,15000000.0,29.0,10.0,2.0,5.0,0.0,2061.0,12321,https://tmssl.akamaized.net/images/wappen/medium/12321.png
Abel Ruiz,Centre-Forward,26,Girona FC,LaLiga,2500000.0,11.0,0.0,1.0,0.0,0.0,278.0,12321,https://tmssl.akamaized.net/images/wappen/medium/12321.png
Cristhian Stuani,Centre-Forward,39,Girona FC,LaLiga,800000.0,18.0,4.0,0.0,3.0,0.0,355.0,12321,https://tmssl.akamaized.net/images/wappen/medium/12321.png
Marko Dmitrovic,Goalkeeper,34,RCD Espanyol Barcelona,LaLiga,800000.0,34.0,0.0,0.0,0.0,0.0,3060.0,714,https://tmssl.akamaized.net/images/wappen/medium/714.png
Ángel Fortuño,Goalkeeper,24,RCD Espanyol Barcelona,LaLiga,300000.0,2.0,0.0,0.0,0.0,0.0,180.0,714,https://tmssl.akamaized.net/images/wappen/medium/714.png
Clemens Riedel,Centre-Back,22,RCD Espanyol Barcelona,LaLiga,5000000.0,19.0,0.0,1.0,5.0,0.0,1307.0,714,https://tmssl.akamaized.net/images/wappen/medium/714.png
Fernando Calero,Centre-Back,30,RCD Espanyol Barcelona,LaLiga,2000000.0,26.0,0.0,0.0,5.0,0.0,2034.0,714,https://tmssl.akamaized.net/images/wappen/medium/714.png
Miguel Rubio,Centre-Back,28,RCD Espanyol Barcelona,LaLiga,2000000.0,14.0,1.0,0.0,1.0,0.0,378.0,714,https://tmssl.akamaized.net/images/wappen/medium/714.png
Leandro Cabrera,Centre-Back,34,RCD Espanyol Barcelona,LaLiga,1000000.0,33.0,3.0,0.0,3.0,0.0,2970.0,714,https://tmssl.akamaized.net/images/wappen/medium/714.png
Carlos Romero,Left-Back,24,RCD Espanyol Barcelona,LaLiga,25000000.0,32.0,5.0,2.0,4.0,0.0,2850.0,714,https://tmssl.akamaized.net/images/wappen/medium/714.png
José Salinas,Left-Back,25,RCD Espanyol Barcelona,LaLiga,2800000.0,12.0,0.0,0.0,3.0,0.0,414.0,714,https://tmssl.akamaized.net/images/wappen/medium/714.png
Omar El Hilali,Right-Back,22,RCD Espanyol Barcelona,LaLiga,15000000.0,33.0,0.0,3.0,8.0,0.0,2637.0,714,https://tmssl.akamaized.net/images/wappen/medium/714.png
Rubén Sánchez,Right-Back,25,RCD Espanyol Barcelona,LaLiga,1500000.0,18.0,0.0,1.0,2.0,0.0,656.0,714,https://tmssl.akamaized.net/images/wappen/medium/714.png
Urko González de Zárate,Defensive Midfield,25,RCD Espanyol Barcelona,LaLiga,10000000.0,34.0,0.0,1.0,6.0,0.0,2385.0,714,https://tmssl.akamaized.net/images/wappen/medium/714.png
Charles Pickel,Defensive Midfield,29,RCD Espanyol Barcelona,LaLiga,2500000.0,23.0,1.0,0.0,2.0,1.0,796.0,714,https://tmssl.akamaized.net/images/wappen/medium/714.png
Pol Lozano,Central Midfield,26,RCD Espanyol Barcelona,LaLiga,6000000.0,30.0,2.0,1.0,9.0,0.0,2018.0,714,https://tmssl.akamaized.net/images/wappen/medium/714.png
Edu Expósito,Central Midfield,29,RCD Espanyol Barcelona,LaLiga,5000000.0,34.0,1.0,6.0,9.0,0.0,2297.0,714,https://tmssl.akamaized.net/images/wappen/medium/714.png
Ramón Terrats,Central Midfield,25,RCD Espanyol Barcelona,LaLiga,3000000.0,28.0,1.0,1.0,0.0,0.0,991.0,714,https://tmssl.akamaized.net/images/wappen/medium/714.png
Javi Puado,Left Winger,27,RCD Espanyol Barcelona,LaLiga,7500000.0,10.0,2.0,0.0,2.0,0.0,678.0,714,https://tmssl.akamaized.net/images/wappen/medium/714.png
Pere Milla,Left Winger,33,RCD Espanyol Barcelona,LaLiga,1200000.0,30.0,6.0,0.0,6.0,1.0,1840.0,714,https://tmssl.akamaized.net/images/wappen/medium/714.png
Tyrhys Dolan,Right Winger,24,RCD Espanyol Barcelona,LaLiga,10000000.0,35.0,1.0,5.0,4.0,0.0,2253.0,714,https://tmssl.akamaized.net/images/wappen/medium/714.png
Cyril Ngonge,Right Winger,25,RCD Espanyol Barcelona,LaLiga,8000000.0,9.0,0.0,2.0,4.0,0.0,426.0,714,https://tmssl.akamaized.net/images/wappen/medium/714.png
Jofre Carreras,Right Winger,24,RCD Espanyol Barcelona,LaLiga,3000000.0,24.0,1.0,0.0,1.0,0.0,869.0,714,https://tmssl.akamaized.net/images/wappen/medium/714.png
Antoniu Roca,Right Winger,23,RCD Espanyol Barcelona,LaLiga,1800000.0,12.0,0.0,0.0,1.0,0.0,249.0,714,https://tmssl.akamaized.net/images/wappen/medium/714.png
Roberto Fernández,Centre-Forward,23,RCD Espanyol Barcelona,LaLiga,10000000.0,36.0,6.0,3.0,3.0,0.0,2184.0,714,https://tmssl.akamaized.net/images/wappen/medium/714.png
Kike García,Centre-Forward,36,RCD Espanyol Barcelona,LaLiga,800000.0,35.0,8.0,1.0,3.0,0.0,1778.0,714,https://tmssl.akamaized.net/images/wappen/medium/714.png
Julen Agirrezabala,Goalkeeper,25,Valencia CF,LaLiga,15000000.0,19.0,0.0,0.0,2.0,0.0,1710.0,1049,https://tmssl.akamaized.net/images/wappen/medium/1049.png
Stole Dimitrievski,Goalkeeper,32,Valencia CF,LaLiga,2000000.0,20.0,0.0,0.0,1.0,0.0,1830.0,1049,https://tmssl.akamaized.net/images/wappen/medium/1049.png
